iso,id,year,GG debt (% of GDP),GG debt ($ million)
MHL,MHL2016,2016,29.214,59.0
MHL,MHL2017,2017,26.532,56.8
MHL,MHL2018,2018,24.687,54.3
MHL,MHL2019,2019,25.127,58.5
MHL,MHL2020,2020,21.669,52.4
MHL,MHL2021,2021,20.056,51.9
MHL,MHL2022,2022,19.808,50.1
MHL,MHL2023,2023,18.669,48.4
MHL,MHL2024,2024,17.096,47.7
MHL,MHL2025,2025,13.537,39.8
MRT,MRT2000,2000,55.527,988.4
MRT,MRT2001,2001,63.465,1108.1
MRT,MRT2002,2002,59.452,1056.5
MRT,MRT2003,2003,22.936,470.4
MRT,MRT2004,2004,22.015,520.0
MRT,MRT2005,2005,71.059,2086.3
MRT,MRT2006,2006,38.003,1523.5
MRT,MRT2007,2007,61.5,2661.7
MRT,MRT2008,2008,57.236,2940.8
MRT,MRT2009,2009,54.344,2567.8
MRT,MRT2010,2010,43.947,2477.3
MRT,MRT2011,2011,38.839,2634.1
MRT,MRT2012,2012,39.317,2642.5
MRT,MRT2013,2013,40.734,2986.2
MRT,MRT2014,2014,49.542,3277.2
MRT,MRT2015,2015,59.888,3702.3
MRT,MRT2016,2016,57.554,3691.5
MRT,MRT2017,2017,55.664,3799.6
MRT,MRT2018,2018,59.182,4422.1
MRT,MRT2019,2019,57.687,4553.8
MRT,MRT2020,2020,56.489,4781.2
MRT,MRT2021,2021,54.45,4969.1
MRT,MRT2022,2022,50.457,4825.7
MRT,MRT2023,2023,48.198,5132.6
MRT,MRT2024,2024,44.209,4757.3
MRT,MRT2025,2025,46.156,5114.1
MUS,MUS2000,2000,56.944,2810.2
MUS,MUS2001,2001,58.184,2840.5
MUS,MUS2002,2002,62.955,3225.2
MUS,MUS2003,2003,66.947,4120.6
MUS,MUS2004,2004,59.421,4136.9
MUS,MUS2005,2005,58.292,4002.9
MUS,MUS2006,2006,55.307,3939.5
MUS,MUS2007,2007,48.808,4031.5
MUS,MUS2008,2008,48.759,4936.8
MUS,MUS2009,2009,56.837,5258.6
MUS,MUS2010,2010,54.392,5514.3
MUS,MUS2011,2011,54.865,6404.4
MUS,MUS2012,2012,54.184,6407.8
MUS,MUS2013,2013,56.476,6942.6
MUS,MUS2014,2014,59.129,7730.5
MUS,MUS2015,2015,63.021,7566.9
MUS,MUS2016,2016,62.596,7883.3
MUS,MUS2017,2017,61.337,8411.8
MUS,MUS2018,2018,63.148,9305.5
MUS,MUS2019,2019,81.068,11703.0
MUS,MUS2020,2020,91.896,10483.5
MUS,MUS2021,2021,85.92,9867.1
MUS,MUS2022,2022,81.203,10497.9
MUS,MUS2023,2023,78.649,11448.9
MUS,MUS2024,2024,80.132,12733.0
MUS,MUS2025,2025,80.936,13366.6
MEX,MEX2000,2000,38.455,285359.6
MEX,MEX2001,2001,37.315,297047.9
MEX,MEX2002,2002,39.866,323180.1
MEX,MEX2003,2003,42.133,322549.2
MEX,MEX2004,2004,38.906,318818.7
MEX,MEX2005,2005,36.841,338042.7
MEX,MEX2006,2006,35.777,365020.2
MEX,MEX2007,2007,35.529,391656.1
MEX,MEX2008,2008,40.605,471648.6
MEX,MEX2009,2009,41.667,393101.9
MEX,MEX2010,2010,40.155,443883.0
MEX,MEX2011,2011,41.167,505948.2
MEX,MEX2012,2012,40.815,512273.1
MEX,MEX2013,2013,44.066,584947.9
MEX,MEX2014,2014,47.093,642587.8
MEX,MEX2015,2015,50.973,618452.4
MEX,MEX2016,2016,55.003,611761.5
MEX,MEX2017,2017,52.521,625378.6
MEX,MEX2018,2018,52.202,655813.7
MEX,MEX2019,2019,51.859,676863.7
MEX,MEX2020,2020,58.505,655742.8
MEX,MEX2021,2021,56.895,747071.2
MEX,MEX2022,2022,54.169,792668.0
MEX,MEX2023,2023,53.097,949810.3
MEX,MEX2024,2024,57.746,1067218.3
MEX,MEX2025,2025,57.932,1053098.3
FSM,FSM2000,2000,27.525,63.3
FSM,FSM2001,2001,24.167,57.0
FSM,FSM2002,2002,24.553,58.4
FSM,FSM2003,2003,25.136,60.6
FSM,FSM2004,2004,25.834,61.0
FSM,FSM2005,2005,25.123,61.8
FSM,FSM2006,2006,25.504,63.5
FSM,FSM2007,2007,26.137,65.9
FSM,FSM2008,2008,29.499,76.1
FSM,FSM2009,2009,31.378,86.3
FSM,FSM2010,2010,29.466,85.7
FSM,FSM2011,2011,28.745,88.2
FSM,FSM2012,2012,27.378,88.4
FSM,FSM2013,2013,28.028,87.7
FSM,FSM2014,2014,28.573,89.7
FSM,FSM2015,2015,26.151,81.1
FSM,FSM2016,2016,24.714,80.3
FSM,FSM2017,2017,22.395,80.4
FSM,FSM2018,2018,20.064,78.7
FSM,FSM2019,2019,19.794,78.0
FSM,FSM2020,2020,21.525,80.1
FSM,FSM2021,2021,17.027,66.4
FSM,FSM2022,2022,14.573,62.7
FSM,FSM2023,2023,12.422,57.1
FSM,FSM2024,2024,10.649,51.5
FSM,FSM2025,2025,10.632,53.9
MDA,MDA2000,2000,89.099,1171.7
MDA,MDA2001,2001,85.38,1264.5
MDA,MDA2002,2002,80.342,1335.3
MDA,MDA2003,2003,68.059,1348.2
MDA,MDA2004,2004,49.335,1281.7
MDA,MDA2005,2005,40.421,1207.8
MDA,MDA2006,2006,34.984,1192.3
MDA,MDA2007,2007,28.275,1244.4
MDA,MDA2008,2008,22.195,1343.9
MDA,MDA2009,2009,32.612,1773.4
MDA,MDA2010,2010,25.475,1777.4
MDA,MDA2011,2011,24.201,2037.0
MDA,MDA2012,2012,31.333,2728.5
MDA,MDA2013,2013,29.974,2846.3
MDA,MDA2014,2014,34.961,3324.8
MDA,MDA2015,2015,42.381,3274.4
MDA,MDA2016,2016,39.232,3166.8
MDA,MDA2017,2017,34.86,3316.9
MDA,MDA2018,2018,31.8,3578.1
MDA,MDA2019,2019,28.792,3379.3
MDA,MDA2020,2020,36.633,4223.8
MDA,MDA2021,2021,33.639,4606.5
MDA,MDA2022,2022,34.901,5078.1
MDA,MDA2023,2023,35.306,5852.3
MDA,MDA2024,2024,36.914,6667.4
MDA,MDA2025,2025,34.803,6838.4
MNG,MNG2000,2000,,
MNG,MNG2001,2001,,
MNG,MNG2002,2002,,
MNG,MNG2003,2003,,
MNG,MNG2004,2004,,
MNG,MNG2005,2005,,
MNG,MNG2006,2006,40.937,1397.6
MNG,MNG2007,2007,36.113,1529.4
MNG,MNG2008,2008,30.992,1742.7
MNG,MNG2009,2009,48.536,2224.9
MNG,MNG2010,2010,30.975,2225.6
MNG,MNG2011,2011,32.653,3399.2
MNG,MNG2012,2012,43.692,5364.5
MNG,MNG2013,2013,49.423,6218.4
MNG,MNG2014,2014,43.963,5375.4
MNG,MNG2015,2015,50.547,5873.6
MNG,MNG2016,2016,78.678,8775.7
MNG,MNG2017,2017,86.898,9976.8
MNG,MNG2018,2018,76.539,10108.5
MNG,MNG2019,2019,66.837,9494.9
MNG,MNG2020,2020,83.392,11102.0
MNG,MNG2021,2021,67.728,10352.9
MNG,MNG2022,2022,64.489,11057.3
MNG,MNG2023,2023,46.795,9506.4
MNG,MNG2024,2024,42.369,10028.3
MNG,MNG2025,2025,40.045,10909.1
MNE,MNE2000,2000,,
MNE,MNE2001,2001,,
MNE,MNE2002,2002,76.708,973.4
MNE,MNE2003,2003,40.897,687.5
MNE,MNE2004,2004,45.372,940.6
MNE,MNE2005,2005,38.568,872.0
MNE,MNE2006,2006,36.692,999.5
MNE,MNE2007,2007,31.758,1170.6
MNE,MNE2008,2008,34.185,1560.2
MNE,MNE2009,2009,43.689,1822.3
MNE,MNE2010,2010,45.007,1866.0
MNE,MNE2011,2011,48.572,2207.1
MNE,MNE2012,2012,56.87,2326.0
MNE,MNE2013,2013,58.654,2619.5
MNE,MNE2014,2014,63.36,2911.4
MNE,MNE2015,2015,68.76,2788.2
MNE,MNE2016,2016,66.39,2905.2
MNE,MNE2017,2017,66.207,3214.3
MNE,MNE2018,2018,71.885,3960.1
MNE,MNE2019,2019,78.793,4367.5
MNE,MNE2020,2020,107.348,5128.0
MNE,MNE2021,2021,85.627,5022.0
MNE,MNE2022,2022,70.552,4404.6
MNE,MNE2023,2023,61.498,4554.5
MNE,MNE2024,2024,62.172,5042.1
MNE,MNE2025,2025,59.532,5268.0
MAR,MAR2000,2000,64.86,27275.6
MAR,MAR2001,2001,60.435,25808.2
MAR,MAR2002,2002,59.372,27139.5
MAR,MAR2003,2003,56.929,32076.6
MAR,MAR2004,2004,54.431,35123.2
MAR,MAR2005,2005,54.767,36950.2
MAR,MAR2006,2006,50.642,37618.9
MAR,MAR2007,2007,47.066,40259.8
MAR,MAR2008,2008,41.991,42038.0
MAR,MAR2009,2009,42.622,42850.0
MAR,MAR2010,2010,45.276,45674.9
MAR,MAR2011,2011,48.555,53267.3
MAR,MAR2012,2012,52.282,55599.3
MAR,MAR2013,2013,57.076,65984.4
MAR,MAR2014,2014,58.564,69767.9
MAR,MAR2015,2015,58.394,64475.2
MAR,MAR2016,2016,60.084,67037.5
MAR,MAR2017,2017,60.261,71434.0
MAR,MAR2018,2018,60.458,76987.8
MAR,MAR2019,2019,60.27,77700.1
MAR,MAR2020,2020,72.245,87672.2
MAR,MAR2021,2021,69.351,98493.7
MAR,MAR2022,2022,71.532,93672.6
MAR,MAR2023,2023,69.47,100341.1
MAR,MAR2024,2024,68.712,107937.6
MAR,MAR2025,2025,67.973,114600.4
MOZ,MOZ2000,2000,95.818,5683.0
MOZ,MOZ2001,2001,99.766,5636.8
MOZ,MOZ2002,2002,63.351,3770.0
MOZ,MOZ2003,2003,63.157,4158.3
MOZ,MOZ2004,2004,50.767,4029.4
MOZ,MOZ2005,2005,60.084,5328.2
MOZ,MOZ2006,2006,40.029,3806.8
MOZ,MOZ2007,2007,31.181,3371.0
MOZ,MOZ2008,2008,32.755,4231.9
MOZ,MOZ2009,2009,39.329,4823.3
MOZ,MOZ2010,2010,38.551,4399.4
MOZ,MOZ2011,2011,34.155,4993.1
MOZ,MOZ2012,2012,36.679,6121.0
MOZ,MOZ2013,2013,49.482,8509.9
MOZ,MOZ2014,2014,63.403,11398.6
MOZ,MOZ2015,2015,86.034,13945.3
MOZ,MOZ2016,2016,124.808,15063.1
MOZ,MOZ2017,2017,103.792,13768.0
MOZ,MOZ2018,2018,105.525,15846.7
MOZ,MOZ2019,2019,98.262,15243.4
MOZ,MOZ2020,2020,119.966,17077.2
MOZ,MOZ2021,2021,104.336,16869.0
MOZ,MOZ2022,2022,100.259,18932.9
MOZ,MOZ2023,2023,93.883,19676.0
MOZ,MOZ2024,2024,95.984,21591.6
MOZ,MOZ2025,2025,96.474,23679.5
MMR,MMR2000,2000,169.071,12276.2
MMR,MMR2001,2001,269.305,18024.6
MMR,MMR2002,2002,195.961,12729.6
MMR,MMR2003,2003,150.104,12512.7
MMR,MMR2004,2004,130.123,13135.9
MMR,MMR2005,2005,122.284,13918.4
MMR,MMR2006,2006,105.978,13514.3
MMR,MMR2007,2007,79.525,13328.4
MMR,MMR2008,2008,61.482,14698.5
MMR,MMR2009,2009,57.995,16801.7
MMR,MMR2010,2010,55.908,19986.0
MMR,MMR2011,2011,51.331,25815.4
MMR,MMR2012,2012,49.319,27190.1
MMR,MMR2013,2013,46.098,27279.0
MMR,MMR2014,2014,35.446,22385.2
MMR,MMR2015,2015,36.374,22790.1
MMR,MMR2016,2016,38.334,23034.9
MMR,MMR2017,2017,40.105,24571.1
MMR,MMR2018,2018,40.415,26956.4
MMR,MMR2019,2019,38.753,26662.8
MMR,MMR2020,2020,40.585,31575.5
MMR,MMR2021,2021,61.286,41707.6
MMR,MMR2022,2022,62.368,38522.2
MMR,MMR2023,2023,59.655,38480.5
MMR,MMR2024,2024,60.794,39080.8
MMR,MMR2025,2025,63.292,41145.5
NAM,NAM2000,2000,20.859,822.1
NAM,NAM2001,2001,24.393,872.5
NAM,NAM2002,2002,22.187,753.5
NAM,NAM2003,2003,27.146,1350.2
NAM,NAM2004,2004,29.179,1947.1
NAM,NAM2005,2005,26.897,1969.9
NAM,NAM2006,2006,26.136,2015.3
NAM,NAM2007,2007,19.364,1690.5
NAM,NAM2008,2008,19.097,1622.5
NAM,NAM2009,2009,15.851,1413.1
NAM,NAM2010,2010,16.328,1842.0
NAM,NAM2011,2011,27.45,3410.1
NAM,NAM2012,2012,24.628,3205.6
NAM,NAM2013,2013,26.113,3177.4
NAM,NAM2014,2014,27.572,3428.3
NAM,NAM2015,2015,42.09,4819.3
NAM,NAM2016,2016,45.833,4912.8
NAM,NAM2017,2017,43.829,5646.5
NAM,NAM2018,2018,48.744,6666.2
NAM,NAM2019,2019,57.568,7218.5
NAM,NAM2020,2020,64.297,6804.6
NAM,NAM2021,2021,69.603,8630.1
NAM,NAM2022,2022,70.038,8798.2
NAM,NAM2023,2023,66.145,8165.6
NAM,NAM2024,2024,66.747,8800.6
NAM,NAM2025,2025,62.532,8982.1
NPL,NPL2000,2000,50.788,3320.0
NPL,NPL2001,2001,50.766,3411.0
NPL,NPL2002,2002,51.815,3531.7
NPL,NPL2003,2003,52.974,3823.7
NPL,NPL2004,2004,51.324,4258.4
NPL,NPL2005,2005,45.133,4211.4
NPL,NPL2006,2006,42.869,4422.4
NPL,NPL2007,2007,37.885,4461.7
NPL,NPL2008,2008,36.757,5259.9
NPL,NPL2009,2009,39.462,5786.3
NPL,NPL2010,2010,35.391,6459.9
NPL,NPL2011,2011,32.425,7031.4
NPL,NPL2012,2012,34.515,7490.8
NPL,NPL2013,2013,31.899,7069.5
NPL,NPL2014,2014,27.551,6260.1
NPL,NPL2015,2015,25.73,6268.1
NPL,NPL2016,2016,24.957,6120.5
NPL,NPL2017,2017,24.989,7239.8
NPL,NPL2018,2018,31.088,10293.9
NPL,NPL2019,2019,34.03,11633.5
NPL,NPL2020,2020,43.307,14479.3
NPL,NPL2021,2021,43.285,15983.9
NPL,NPL2022,2022,42.73,17597.5
NPL,NPL2023,2023,47.124,19277.0
NPL,NPL2024,2024,49.745,21725.1
NPL,NPL2025,2025,50.359,24084.7
NIC,2000.00 NIC,2000,95.219,4864.7
NIC,2001.00 NIC,2001,87.476,4666.8
NIC,2002.00 NIC,2002,110.385,5766.5
NIC,2003.00 NIC,2003,109.54,5829.7
NIC,2004.00 NIC,2004,84.048,4868.9
NIC,2005.00 NIC,2005,66.608,4210.3
NIC,2006.00 NIC,2006,51.156,3460.2
NIC,2007.00 NIC,2007,30.916,2294.9
NIC,2008.00 NIC,2008,25.999,2209.1
NIC,2009.00 NIC,2009,29.258,2427.5
NIC,2010.00 NIC,2010,30.347,2658.1
NIC,2011.00 NIC,2011,28.794,2814.3
NIC,2012.00 NIC,2012,27.852,2933.4
NIC,2013.00 NIC,2013,28.835,3166.9
NIC,2014.00 NIC,2014,28.69,3408.4
NIC,2015.00 NIC,2015,28.911,3688.2
NIC,2016.00 NIC,2016,30.923,4108.4
NIC,2017.00 NIC,2017,33.721,4648.8
NIC,2018.00 NIC,2018,37.893,4935.6
NIC,2019.00 NIC,2019,41.763,5309.3
NIC,2020.00 NIC,2020,47.821,6064.7
NIC,2021.00 NIC,2021,47.145,6668.7
NIC,2022.00 NIC,2022,44.637,6995.1
NIC,2023.00 NIC,2023,41.678,7436.6
NIC,2024.00 NIC,2024,39.28,7625.0
NIC,2025.00 NIC,2025,38.191,8003.3
NER,NER2000,2000,82.104,1835.0
NER,NER2001,2001,73.982,1806.6
NER,NER2002,2002,69.035,1913.7
NER,NER2003,2003,60.604,2049.6
NER,NER2004,2004,55.05,2062.2
NER,NER2005,2005,49.46,2162.4
NER,NER2006,2006,18.283,867.2
NER,NER2007,2007,17.83,1019.2
NER,NER2008,2008,14.17,1031.4
NER,NER2009,2009,15.936,1167.2
NER,NER2010,2010,15.078,1181.8
NER,NER2011,2011,14.747,1291.0
NER,NER2012,2012,18.13,1706.4
NER,NER2013,2013,19.554,1995.7
NER,NER2014,2014,22.086,2391.9
NER,NER2015,2015,29.87,2892.6
NER,NER2016,2016,32.827,3397.6
NER,NER2017,2017,36.507,4081.8
NER,NER2018,2018,37.01,4742.5
NER,NER2019,2019,39.787,5139.3
NER,NER2020,2020,44.971,6189.8
NER,NER2021,2021,51.338,7661.2
NER,NER2022,2022,50.599,7821.6
NER,NER2023,2023,56.566,9508.2
NER,NER2024,2024,51.652,10123.3
NER,NER2025,2025,49.041,10743.4
NGA,NGA2000,2000,57.6,39066.6
NGA,NGA2001,2001,53.097,38828.8
NGA,NGA2002,2002,43.266,40662.7
NGA,NGA2003,2003,42.085,43320.2
NGA,NGA2004,2004,35.488,46256.8
NGA,NGA2005,2005,18.94,32130.8
NGA,NGA2006,2006,9.404,20951.3
NGA,NGA2007,2007,8.116,21281.4
NGA,NGA2008,2008,7.276,24029.7
NGA,NGA2009,2009,8.617,25632.0
NGA,NGA2010,2010,9.393,34666.0
NGA,NGA2011,2011,17.431,72180.9
NGA,NGA2012,2012,17.577,81021.5
NGA,NGA2013,2013,18.289,94182.1
NGA,NGA2014,2014,17.541,99720.4
NGA,NGA2015,2015,20.328,100102.6
NGA,NGA2016,2016,23.41,94728.3
NGA,NGA2017,2017,24.259,91152.0
NGA,NGA2018,2018,27.689,116774.8
NGA,NGA2019,2019,29.17,138411.1
NGA,NGA2020,2020,34.486,149226.4
NGA,NGA2021,2021,35.67,157530.1
NGA,NGA2022,2022,39.7,189157.8
NGA,NGA2023,2023,46.406,168832.5
NGA,NGA2024,2024,51.276,102408.9
NGA,NGA2025,2025,50.032,97539.9
MKD,2000.00 MKD,2000,45.561,1719.5
MKD,2001.00 MKD,2001,45.214,1677.0
MKD,2002.00 MKD,2002,40.464,1614.9
MKD,2003.00 MKD,2003,36.461,1803.4
MKD,2004.00 MKD,2004,34.58,1965.5
MKD,2005.00 MKD,2005,36.669,2294.4
MKD,2006.00 MKD,2006,30.586,2098.2
MKD,2007.00 MKD,2007,23.532,1961.9
MKD,2008.00 MKD,2008,20.642,2046.0
MKD,2009.00 MKD,2009,23.729,2230.5
MKD,2010.00 MKD,2010,24.273,2285.3
MKD,2011.00 MKD,2011,27.728,2911.2
MKD,2012.00 MKD,2012,33.662,3282.4
MKD,2013.00 MKD,2013,33.969,3676.8
MKD,2014.00 MKD,2014,38.015,4325.3
MKD,2015.00 MKD,2015,38.077,3833.2
MKD,2016.00 MKD,2016,39.81,4254.1
MKD,2017.00 MKD,2017,39.383,4464.5
MKD,2018.00 MKD,2018,40.425,5131.5
MKD,2019.00 MKD,2019,40.448,5100.1
MKD,2020.00 MKD,2020,50.846,6297.3
MKD,2021.00 MKD,2021,52.75,7389.2
MKD,2022.00 MKD,2022,51.556,7081.2
MKD,2023.00 MKD,2023,54.505,8049.8
MKD,2024.00 MKD,2024,56.388,8943.7
MKD,2025.00 MKD,2025,57.183,9772.6
PAK,PAK2000,2000,61.673,61315.9
PAK,PAK2001,2001,65.148,63052.8
PAK,PAK2002,2002,60.531,59422.7
PAK,PAK2003,2003,56.326,63370.7
PAK,PAK2004,2004,50.609,66908.1
PAK,PAK2005,2005,47.878,69523.2
PAK,PAK2006,2006,46.189,74766.6
PAK,PAK2007,2007,43.854,80753.2
PAK,PAK2008,2008,49.114,99310.5
PAK,PAK2009,2009,53.361,99824.6
PAK,PAK2010,2010,55.259,108701.1
PAK,PAK2011,2011,55.065,126967.2
PAK,PAK2012,2012,57.281,143256.3
PAK,PAK2013,2013,58.258,150698.3
PAK,PAK2014,2014,57.817,156928.1
PAK,PAK2015,2015,57.886,173617.5
PAK,PAK2016,2016,60.809,190711.0
PAK,PAK2017,2017,60.856,206441.2
PAK,PAK2018,2018,64.82,230864.9
PAK,PAK2019,2019,77.505,248846.1
PAK,PAK2020,2020,79.559,239003.2
PAK,PAK2021,2021,73.508,256161.4
PAK,PAK2022,2022,76.159,285482.0
PAK,PAK2023,2023,77.291,260823.9
PAK,PAK2024,2024,69.248,259399.5
PAK,PAK2025,2025,71.444,
PLW,PLW2000,2000,37.107,55.7
PLW,PLW2001,2001,34.609,55.0
PLW,PLW2002,2002,33.895,55.2
PLW,PLW2003,2003,34.842,54.0
PLW,PLW2004,2004,34.241,56.8
PLW,PLW2005,2005,30.468,56.7
PLW,PLW2006,2006,28.629,54.7
PLW,PLW2007,2007,33.663,66.0
PLW,PLW2008,2008,32.043,63.8
PLW,PLW2009,2009,36.599,67.3
PLW,PLW2010,2010,34.455,63.4
PLW,PLW2011,2011,30.59,59.7
PLW,PLW2012,2012,30.755,66.1
PLW,PLW2013,2013,27.42,62.0
PLW,PLW2014,2014,27.537,67.5
PLW,PLW2015,2015,21.689,61.4
PLW,PLW2016,2016,23.742,71.9
PLW,PLW2017,2017,26.914,78.1
PLW,PLW2018,2018,29.542,85.1
PLW,PLW2019,2019,30.49,86.0
PLW,PLW2020,2020,52.081,134.9
PLW,PLW2021,2021,69.731,164.6
PLW,PLW2022,2022,65.925,168.8
PLW,PLW2023,2023,80.922,228.2
PLW,PLW2024,2024,77.975,246.4
PLW,PLW2025,2025,66.613,235.1
PNG,PNG2000,2000,42.333,2188.2
PNG,PNG2001,2001,47.664,2159.7
PNG,PNG2002,2002,48.432,2124.7
PNG,PNG2003,2003,40.42,2218.2
PNG,PNG2004,2004,37.176,2334.3
PNG,PNG2005,2005,31.562,2316.3
PNG,PNG2006,2006,25.98,2170.6
PNG,PNG2007,2007,22.157,2114.9
PNG,PNG2008,2008,21.555,2515.7
PNG,PNG2009,2009,21.716,2523.2
PNG,PNG2010,2010,17.286,2463.4
PNG,PNG2011,2011,16.278,2927.6
PNG,PNG2012,2012,19.124,4072.5
PNG,PNG2013,2013,24.89,5291.9
PNG,PNG2014,2014,26.895,6242.6
PNG,PNG2015,2015,29.931,6501.9
PNG,PNG2016,2016,33.74,7004.1
PNG,PNG2017,2017,32.484,7387.8
PNG,PNG2018,2018,36.676,8842.6
PNG,PNG2019,2019,40.593,10047.2
PNG,PNG2020,2020,48.68,11609.2
PNG,PNG2021,2021,52.576,13729.2
PNG,PNG2022,2022,48.255,15253.4
PNG,PNG2023,2023,52.048,16096.4
PNG,PNG2024,2024,51.571,16449.1
PNG,PNG2025,2025,50.753,16566.3
PRY,PRY2000,2000,33.58,2973.8
PRY,PRY2001,2001,37.097,3151.8
PRY,PRY2002,2002,50.537,3636.6
PRY,PRY2003,2003,37.508,2884.7
PRY,PRY2004,2004,36.045,3469.0
PRY,PRY2005,2005,28.285,3037.2
PRY,PRY2006,2006,20.966,2815.7
PRY,PRY2007,2007,16.812,3002.0
PRY,PRY2008,2008,16.041,3948.5
PRY,PRY2009,2009,14.939,3339.6
PRY,PRY2010,2010,12.976,3520.3
PRY,PRY2011,2011,11.052,3728.6
PRY,PRY2012,2012,12.312,4099.4
PRY,PRY2013,2013,13.495,5216.0
PRY,PRY2014,2014,15.589,6294.5
PRY,PRY2015,2015,18.613,6740.0
PRY,PRY2016,2016,19.39,6997.9
PRY,PRY2017,2017,19.847,7739.7
PRY,PRY2018,2018,22.331,8982.6
PRY,PRY2019,2019,25.768,9772.5
PRY,PRY2020,2020,36.899,13074.1
PRY,PRY2021,2021,37.501,14982.0
PRY,PRY2022,2022,40.528,17002.7
PRY,PRY2023,2023,41.216,17704.3
PRY,PRY2024,2024,41.918,18836.7
PRY,PRY2025,2025,41.229,19296.4
PER,PER2000,2000,44.909,22640.4
PER,PER2001,2001,43.841,22373.8
PER,PER2002,2002,45.463,24529.1
PER,PER2003,2003,49.376,28903.2
PER,PER2004,2004,46.738,30906.0
PER,PER2005,2005,40.359,29959.3
PER,PER2006,2006,34.94,30558.2
PER,PER2007,2007,31.87,32567.0
PER,PER2008,2008,28.032,34005.1
PER,PER2009,2009,28.256,34441.8
PER,PER2010,2010,25.116,37480.6
PER,PER2011,2011,23.012,39435.4
PER,PER2012,2012,20.636,39884.4
PER,PER2013,2013,19.904,40413.5
PER,PER2014,2014,20.501,41778.0
PER,PER2015,2015,23.882,46056.4
PER,PER2016,2016,24.248,47610.5
PER,PER2017,2017,25.137,54441.2
PER,PER2018,2018,25.941,59037.3
PER,PER2019,2019,26.889,62652.4
PER,PER2020,2020,34.875,72003.3
PER,PER2021,2021,36.087,81690.9
PER,PER2022,2022,34.016,83091.9
PER,PER2023,2023,33.022,88139.7
PER,PER2024,2024,34.181,96837.8
PER,PER2025,2025,35.295,104084.2
PHL,PHL2000,2000,59.203,49533.4
PHL,PHL2001,2001,59.471,46935.1
PHL,PHL2002,2002,65.184,54954.7
PHL,PHL2003,2003,71.393,62139.8
PHL,PHL2004,2004,71.082,67529.3
PHL,PHL2005,2005,64.674,69472.8
PHL,PHL2006,2006,57.189,73003.5
PHL,PHL2007,2007,50.168,78252.0
PHL,PHL2008,2008,50.01,90521.6
PHL,PHL2009,2009,49.805,87722.5
PHL,PHL2010,2010,47.587,99156.6
PHL,PHL2011,2011,45.434,106414.2
PHL,PHL2012,2012,45.691,119673.9
PHL,PHL2013,2013,43.863,124528.4
PHL,PHL2014,2014,40.299,119883.1
PHL,PHL2015,2015,39.688,121622.3
PHL,PHL2016,2016,37.376,119090.0
PHL,PHL2017,2017,38.13,125249.8
PHL,PHL2018,2018,37.147,128841.4
PHL,PHL2019,2019,36.973,139322.8
PHL,PHL2020,2020,51.644,186822.7
PHL,PHL2021,2021,57.005,224649.3
PHL,PHL2022,2022,57.389,232054.1
PHL,PHL2023,2023,56.473,246869.5
PHL,PHL2024,2024,57.596,270736.9
PHL,PHL2025,2025,58.248,295707.6
RUS,RUS2000,2000,55.868,155460.5
RUS,RUS2001,2001,44.438,145967.7
RUS,RUS2002,2002,37.577,139058.2
RUS,RUS2003,2003,28.334,130766.5
RUS,RUS2004,2004,20.828,131902.5
RUS,RUS2005,2005,14.851,121439.2
RUS,RUS2006,2006,9.804,104010.7
RUS,RUS2007,2007,8.033,111933.1
RUS,RUS2008,2008,7.446,132472.5
RUS,RUS2009,2009,9.918,129720.2
RUS,RUS2010,2010,10.105,165025.9
RUS,RUS2011,2011,10.34,211620.6
RUS,RUS2012,2012,11.167,244723.2
RUS,RUS2013,2013,12.348,282575.1
RUS,RUS2014,2014,15.136,310112.0
RUS,RUS2015,2015,15.286,207385.6
RUS,RUS2016,2016,14.849,190163.4
RUS,RUS2017,2017,14.311,225418.3
RUS,RUS2018,2018,13.62,225139.3
RUS,RUS2019,2019,13.748,233128.1
RUS,RUS2020,2020,19.156,285063.9
RUS,RUS2021,2021,16.397,302218.0
RUS,RUS2022,2022,18.51,420158.3
RUS,RUS2023,2023,19.546,392866.6
RUS,RUS2024,2024,19.87,434023.6
RUS,RUS2025,2025,20.412,448187.9
RWA,RWA2000,2000,85.991,1762.0
RWA,RWA2001,2001,84.021,1652.7
RWA,RWA2002,2002,92.027,1806.5
RWA,RWA2003,2003,79.535,1701.3
RWA,RWA2004,2004,80.943,1932.9
RWA,RWA2005,2005,58.937,1735.7
RWA,RWA2006,2006,22.492,746.3
RWA,RWA2007,2007,22.098,899.2
RWA,RWA2008,2008,18.28,947.5
RWA,RWA2009,2009,18.492,1049.4
RWA,RWA2010,2010,18.81,1152.3
RWA,RWA2011,2011,18.717,1288.7
RWA,RWA2012,2012,19.086,1460.8
RWA,RWA2013,2013,26.065,2038.5
RWA,RWA2014,2014,28.308,2332.6
RWA,RWA2015,2015,32.369,2766.3
RWA,RWA2016,2016,36.547,3177.8
RWA,RWA2017,2017,41.317,3823.1
RWA,RWA2018,2018,44.947,4332.0
RWA,RWA2019,2019,49.854,5159.4
RWA,RWA2020,2020,65.641,6678.3
RWA,RWA2021,2021,66.581,7367.9
RWA,RWA2022,2022,60.58,8065.0
RWA,RWA2023,2023,64.473,9088.8
RWA,RWA2024,2024,71.356,9749.4
RWA,RWA2025,2025,73.298,10277.8
WSM,WSM2000,2000,55.769,151.1
WSM,WSM2001,2001,53.784,146.8
